Date,Gold_Close,TIPS_Yield,60d_Correlation,Regime
2022-06-30,1804.0999755859375,0.65,-0.7837911503508797,REGIME_NORMAL
2022-07-01,1798.9000244140625,0.54,-0.7848322721046663,REGIME_NORMAL
2022-07-05,1761.800048828125,0.52,-0.7807209898752049,REGIME_NORMAL
2022-07-06,1734.9000244140625,0.64,-0.7781282785824668,REGIME_NORMAL
2022-07-07,1737.9000244140625,0.68,-0.7777668324049428,REGIME_NORMAL
2022-07-08,1740.5999755859375,0.72,-0.7794767417334629,REGIME_NORMAL
2022-07-11,1730.0,0.67,-0.774934115045909,REGIME_NORMAL
2022-07-12,1723.300048828125,0.64,-0.7694600186840762,REGIME_NORMAL
2022-07-13,1734.199951171875,0.6,-0.7637199540768889,REGIME_NORMAL
2022-07-14,1704.5,0.62,-0.753533770996111,REGIME_NORMAL
2022-07-15,1702.4000244140625,0.57,-0.7392105386275105,REGIME_NORMAL
2022-07-18,1709.199951171875,0.59,-0.7229910859114311,REGIME_NORMAL
2022-07-19,1710.0,0.62,-0.7055174230833646,REGIME_NORMAL
2022-07-20,1699.5,0.66,-0.6921268246090494,REGIME_NORMAL
2022-07-21,1712.699951171875,0.58,-0.6801415606045706,REGIME_NORMAL
2022-07-22,1727.0999755859375,0.43,-0.6529240335091001,REGIME_NORMAL
2022-07-25,1719.0,0.45,-0.6293037238118551,REGIME_NORMAL
2022-07-26,1717.699951171875,0.45,-0.6029037814916527,REGIME_NORMAL
2022-07-27,1719.0999755859375,0.36,-0.5578456222083868,REGIME_NORMAL
2022-07-28,1750.300048828125,0.2,-0.5214439532295356,REGIME_NORMAL
2022-07-29,1762.9000244140625,0.14,-0.4815985261303575,REGIME_TRANSITION
2022-08-01,1769.0,0.09,-0.4374110798147852,REGIME_TRANSITION
2022-08-02,1771.0999755859375,0.27,-0.4122196493465881,REGIME_TRANSITION
2022-08-03,1758.0,0.23,-0.3844976805972132,REGIME_TRANSITION
2022-08-04,1788.5,0.22,-0.3722665079251509,REGIME_TRANSITION
2022-08-05,1772.9000244140625,0.37,-0.36617059905408383,REGIME_TRANSITION
2022-08-08,1786.800048828125,0.29,-0.35069961116284704,REGIME_TRANSITION
2022-08-09,1794.0,0.33,-0.3448321349145634,REGIME_TRANSITION
2022-08-10,1795.5999755859375,0.35,-0.343144491259844,REGIME_TRANSITION
2022-08-11,1789.699951171875,0.4,-0.33949693790941354,REGIME_TRANSITION
2022-08-12,1798.5999755859375,0.37,-0.33560972620465274,REGIME_TRANSITION
2022-08-15,1781.4000244140625,0.35,-0.32869945066316325,REGIME_TRANSITION
2022-08-16,1773.199951171875,0.38,-0.3157086895086643,REGIME_TRANSITION
2022-08-17,1760.300048828125,0.43,-0.301400967240903,REGIME_TRANSITION
2022-08-18,1755.300048828125,0.36,-0.2819510871998881,REGIME_TRANSITION
2022-08-19,1747.5999755859375,0.43,-0.2560025172218751,REGIME_TRANSITION
2022-08-22,1734.0,0.46,-0.23301679379422383,REGIME_TRANSITION
2022-08-23,1746.800048828125,0.47,-0.2034830563697586,REGIME_TRANSITION
2022-08-24,1747.800048828125,0.49,-0.16706330833760735,REGIME_DECOUPLED
2022-08-25,1757.699951171875,0.43,-0.13825210645172423,REGIME_DECOUPLED
2022-08-26,1736.0999755859375,0.47,-0.11643858786989433,REGIME_DECOUPLED
2022-08-29,1736.5999755859375,0.54,-0.0851204042044478,REGIME_DECOUPLED
2022-08-30,1723.199951171875,0.56,-0.05588702458465528,REGIME_DECOUPLED
2022-08-31,1712.800048828125,0.67,-0.048898005416171376,REGIME_DECOUPLED
2022-09-01,1696.5999755859375,0.81,-0.05592288779626551,REGIME_DECOUPLED
2022-09-02,1709.800048828125,0.73,-0.04323437119051358,REGIME_DECOUPLED
2022-09-06,1700.4000244140625,0.85,-0.048790368554260534,REGIME_DECOUPLED
2022-09-07,1715.300048828125,0.82,-0.048628258384828336,REGIME_DECOUPLED
2022-09-08,1708.0,0.88,-0.11069432371419731,REGIME_DECOUPLED
2022-09-09,1716.199951171875,0.91,-0.18461581309417815,REGIME_DECOUPLED
2022-09-12,1728.0999755859375,0.95,-0.21661446501912174,REGIME_TRANSITION
2022-09-13,1705.0,0.98,-0.2825734737508984,REGIME_TRANSITION
2022-09-14,1696.5,0.95,-0.34751651537472517,REGIME_TRANSITION
2022-09-15,1665.4000244140625,1.02,-0.43827353155112,REGIME_TRANSITION
2022-09-16,1671.699951171875,1.07,-0.5074642182764156,REGIME_NORMAL
2022-09-19,1666.199951171875,1.15,-0.5684255613808148,REGIME_NORMAL
2022-09-20,1659.699951171875,1.17,-0.6251646121377162,REGIME_NORMAL
2022-09-21,1664.5999755859375,1.13,-0.6822843227917236,REGIME_NORMAL
2022-09-22,1670.800048828125,1.29,-0.7428296270174276,REGIME_NORMAL
2022-09-23,1645.300048828125,1.32,-0.8105755989517869,REGIME_NORMAL
2022-09-26,1623.300048828125,1.56,-0.8606361087071924,REGIME_NORMAL
2022-09-27,1626.699951171875,1.64,-0.8886556465440958,REGIME_NORMAL
2022-09-28,1660.4000244140625,1.39,-0.8935852525436939,REGIME_NORMAL
2022-09-29,1658.5,1.57,-0.8939090339842364,REGIME_NORMAL
2022-09-30,1662.4000244140625,1.68,-0.8904528235792217,REGIME_NORMAL
2022-10-03,1692.9000244140625,1.43,-0.8843285317781426,REGIME_NORMAL
2022-10-04,1721.0999755859375,1.38,-0.8646846193813174,REGIME_NORMAL
2022-10-05,1711.4000244140625,1.54,-0.8445624830573781,REGIME_NORMAL
2022-10-06,1711.699951171875,1.61,-0.8228578941759431,REGIME_NORMAL
2022-10-07,1700.5,1.62,-0.8141678478296208,REGIME_NORMAL
2022-10-10,1667.300048828125,1.62,-0.823658901580648,REGIME_NORMAL
2022-10-11,1678.699951171875,1.62,-0.8270138481294875,REGIME_NORMAL
2022-10-12,1670.300048828125,1.62,-0.8325635551253724,REGIME_NORMAL
2022-10-13,1670.0,1.63,-0.8396333806180741,REGIME_NORMAL
2022-10-14,1641.699951171875,1.59,-0.848805077199042,REGIME_NORMAL
2022-10-17,1657.0,1.57,-0.8553331582536053,REGIME_NORMAL
2022-10-18,1649.0,1.6,-0.8638460942118762,REGIME_NORMAL
2022-10-19,1627.5,1.72,-0.873934884097573,REGIME_NORMAL
2022-10-20,1630.800048828125,1.73,-0.8848683362597746,REGIME_NORMAL
2022-10-21,1651.0,1.69,-0.8884257698620991,REGIME_NORMAL
2022-10-24,1648.699951171875,1.66,-0.8900002486557909,REGIME_NORMAL
2022-10-25,1652.800048828125,1.59,-0.8901973059952347,REGIME_NORMAL
2022-10-26,1664.0,1.6,-0.8879760391413097,REGIME_NORMAL
2022-10-27,1660.699951171875,1.51,-0.8879487186995967,REGIME_NORMAL
2022-10-28,1639.5999755859375,1.51,-0.8837569327506617,REGIME_NORMAL
2022-10-31,1635.9000244140625,1.58,-0.8816424460194252,REGIME_NORMAL
2022-11-01,1645.0,1.56,-0.87791897413048,REGIME_NORMAL
2022-11-02,1645.699951171875,1.57,-0.8746746825940102,REGIME_NORMAL
2022-11-03,1627.300048828125,1.74,-0.8732819143359678,REGIME_NORMAL
2022-11-04,1672.5,1.69,-0.8659711916362928,REGIME_NORMAL
2022-11-07,1676.5,1.69,-0.8574673787304083,REGIME_NORMAL
2022-11-08,1712.0999755859375,1.64,-0.8292120841387818,REGIME_NORMAL
2022-11-09,1710.0999755859375,1.7,-0.7961609462760239,REGIME_NORMAL
2022-11-10,1750.300048828125,1.43,-0.7502320664486148,REGIME_NORMAL
2022-11-11,1766.0,1.43,-0.690138907201395,REGIME_NORMAL
2022-11-14,1773.5999755859375,1.51,-0.6205622388459787,REGIME_NORMAL
2022-11-15,1773.800048828125,1.45,-0.567520550562956,REGIME_NORMAL
2022-11-16,1773.0,1.38,-0.5177659217290007,REGIME_NORMAL
2022-11-17,1760.800048828125,1.49,-0.46461926017881994,REGIME_TRANSITION
2022-11-18,1751.9000244140625,1.57,-0.39833154568141727,REGIME_TRANSITION
2022-11-21,1737.4000244140625,1.52,-0.35684067718256035,REGIME_TRANSITION
2022-11-22,1738.300048828125,1.44,-0.3187638546097761,REGIME_TRANSITION
2022-11-23,1744.9000244140625,1.39,-0.29493818173651387,REGIME_TRANSITION
2022-11-25,1753.300048828125,1.36,-0.2839659026916519,REGIME_TRANSITION
2022-11-28,1740.0999755859375,1.43,-0.2838424502765149,REGIME_TRANSITION
2022-11-29,1748.4000244140625,1.5,-0.2682216074250803,REGIME_TRANSITION
2022-11-30,1746.0,1.34,-0.27600489757648383,REGIME_TRANSITION
2022-12-01,1801.0999755859375,1.17,-0.3001318273615649,REGIME_TRANSITION
2022-12-02,1795.9000244140625,1.08,-0.3439076844652951,REGIME_TRANSITION
2022-12-05,1767.4000244140625,1.21,-0.36158515032375577,REGIME_TRANSITION
2022-12-06,1769.300048828125,1.2,-0.3730905347048528,REGIME_TRANSITION
2022-12-07,1785.5,1.16,-0.41145155229412456,REGIME_TRANSITION
2022-12-08,1788.699951171875,1.2,-0.45982557929420254,REGIME_TRANSITION
2022-12-09,1798.0999755859375,1.31,-0.5206017865571939,REGIME_NORMAL
2022-12-12,1780.5,1.33,-0.572892025898413,REGIME_NORMAL
2022-12-13,1813.9000244140625,1.27,-0.6269643498089429,REGIME_NORMAL
2022-12-14,1807.5,1.3,-0.6812155012329281,REGIME_NORMAL
2022-12-15,1777.199951171875,1.28,-0.7445084937534345,REGIME_NORMAL
2022-12-16,1790.0,1.35,-0.7720592594592908,REGIME_NORMAL
2022-12-19,1787.699951171875,1.42,-0.8032489095574107,REGIME_NORMAL
2022-12-20,1815.9000244140625,1.45,-0.7954736438744477,REGIME_NORMAL
2022-12-21,1815.9000244140625,1.41,-0.7858035332334002,REGIME_NORMAL
2022-12-22,1787.0,1.48,-0.7963268557071053,REGIME_NORMAL
2022-12-23,1795.9000244140625,1.55,-0.7766955018183712,REGIME_NORMAL
2022-12-27,1814.800048828125,1.58,-0.7403009831789548,REGIME_NORMAL
2022-12-28,1807.9000244140625,1.6,-0.7158215775649968,REGIME_NORMAL
2022-12-29,1819.5,1.56,-0.6946763677246213,REGIME_NORMAL
2022-12-30,1819.699951171875,1.58,-0.6673065127685919,REGIME_NORMAL
2023-01-03,1839.699951171875,1.53,-0.6440732889943074,REGIME_NORMAL
2023-01-04,1852.800048828125,1.47,-0.6280050613946556,REGIME_NORMAL
2023-01-05,1834.800048828125,1.49,-0.6106523763866892,REGIME_NORMAL
2023-01-06,1864.199951171875,1.34,-0.6118018659151948,REGIME_NORMAL
2023-01-09,1872.699951171875,1.31,-0.6151427425252017,REGIME_NORMAL
2023-01-10,1871.5999755859375,1.37,-0.6091083402137866,REGIME_NORMAL
2023-01-11,1874.5999755859375,1.31,-0.6127086289290026,REGIME_NORMAL
2023-01-12,1895.5,1.22,-0.627180714622303,REGIME_NORMAL
2023-01-13,1918.4000244140625,1.31,-0.6249013000145452,REGIME_NORMAL
2023-01-17,1907.199951171875,1.36,-0.6028806673279317,REGIME_NORMAL
2023-01-18,1904.4000244140625,1.25,-0.5940639820021649,REGIME_NORMAL
2023-01-19,1922.0999755859375,1.19,-0.5969656447382399,REGIME_NORMAL
2023-01-20,1926.4000244140625,1.25,-0.5922625410844041,REGIME_NORMAL
2023-01-23,1927.0999755859375,1.24,-0.5943453063840456,REGIME_NORMAL
2023-01-24,1933.9000244140625,1.19,-0.6003562971348545,REGIME_NORMAL
2023-01-25,1941.199951171875,1.17,-0.617312240803376,REGIME_NORMAL
2023-01-26,1929.0999755859375,1.16,-0.6344871642608982,REGIME_NORMAL
2023-01-27,1928.5999755859375,1.19,-0.6373438851007228,REGIME_NORMAL
2023-01-30,1922.9000244140625,1.26,-0.6347021892155037,REGIME_NORMAL
2023-01-31,1929.5,1.28,-0.6268594229241621,REGIME_NORMAL
2023-02-01,1927.800048828125,1.14,-0.6045327177859127,REGIME_NORMAL
2023-02-02,1916.300048828125,1.18,-0.5868434111905035,REGIME_NORMAL
2023-02-03,1862.9000244140625,1.31,-0.5545253183733547,REGIME_NORMAL
2023-02-06,1866.199951171875,1.38,-0.5257935000107373,REGIME_NORMAL
2023-02-07,1871.699951171875,1.36,-0.48802369035206,REGIME_TRANSITION
2023-02-08,1877.4000244140625,1.29,-0.4855253031859209,REGIME_TRANSITION
2023-02-09,1866.199951171875,1.34,-0.479847615471504,REGIME_TRANSITION
2023-02-10,1862.800048828125,1.41,-0.46420229868488566,REGIME_TRANSITION
2023-02-13,1851.9000244140625,1.41,-0.4536349384760419,REGIME_TRANSITION
2023-02-14,1854.0,1.46,-0.4456573672267281,REGIME_TRANSITION
2023-02-15,1834.199951171875,1.46,-0.43072298977653506,REGIME_TRANSITION
2023-02-16,1842.0,1.49,-0.401425076209154,REGIME_TRANSITION
2023-02-17,1840.4000244140625,1.46,-0.37465029714677156,REGIME_TRANSITION
2023-02-21,1833.0,1.53,-0.36075442929373247,REGIME_TRANSITION
2023-02-22,1832.0,1.52,-0.3590356067079927,REGIME_TRANSITION
2023-02-23,1818.0,1.49,-0.36901632619488234,REGIME_TRANSITION
2023-02-24,1808.800048828125,1.57,-0.37113992745675406,REGIME_TRANSITION
2023-02-27,1817.0,1.56,-0.3575007766543113,REGIME_TRANSITION
2023-02-28,1828.9000244140625,1.49,-0.37558254837489974,REGIME_TRANSITION
2023-03-01,1837.699951171875,1.57,-0.40447274488787544,REGIME_TRANSITION
2023-03-02,1833.5,1.6,-0.4604324575782557,REGIME_TRANSITION
2023-03-03,1847.699951171875,1.45,-0.5109409859712757,REGIME_NORMAL
2023-03-06,1847.9000244140625,1.49,-0.5679154723002062,REGIME_NORMAL
2023-03-07,1813.9000244140625,1.59,-0.63798561867611,REGIME_NORMAL
2023-03-08,1812.699951171875,1.66,-0.6951357240190038,REGIME_NORMAL
2023-03-09,1829.300048828125,1.63,-0.7151613562150924,REGIME_NORMAL
2023-03-10,1862.0,1.44,-0.7453338299983139,REGIME_NORMAL
2023-03-13,1911.699951171875,1.31,-0.7727498674803774,REGIME_NORMAL
2023-03-14,1906.199951171875,1.33,-0.7982856660271982,REGIME_NORMAL
2023-03-15,1926.5999755859375,1.22,-0.8596012918208381,REGIME_NORMAL
2023-03-16,1919.0,1.34,-0.8859126176349993,REGIME_NORMAL
2023-03-17,1969.800048828125,1.29,-0.8894526794822378,REGIME_NORMAL
2023-03-20,1979.199951171875,1.33,-0.8676526962513053,REGIME_NORMAL
2023-03-21,1938.0,1.36,-0.866143221098905,REGIME_NORMAL
2023-03-22,1946.800048828125,1.2,-0.8785493341686218,REGIME_NORMAL
2023-03-23,1993.800048828125,1.19,-0.875079198166601,REGIME_NORMAL
2023-03-24,1982.0999755859375,1.16,-0.8758090884871926,REGIME_NORMAL
2023-03-27,1952.4000244140625,1.29,-0.8675096268804036,REGIME_NORMAL
2023-03-28,1972.4000244140625,1.24,-0.8619882538891541,REGIME_NORMAL
2023-03-29,1966.0999755859375,1.24,-0.857397255510209,REGIME_NORMAL
2023-03-30,1980.300048828125,1.21,-0.8560738929331297,REGIME_NORMAL
2023-03-31,1969.0,1.16,-0.8596512774533294,REGIME_NORMAL
2023-04-03,1983.9000244140625,1.14,-0.8626824598628008,REGIME_NORMAL
2023-04-04,2022.199951171875,1.1,-0.8714855471540214,REGIME_NORMAL
2023-04-05,2020.9000244140625,1.07,-0.8823453075046969,REGIME_NORMAL
2023-04-06,2011.9000244140625,1.06,-0.8893047366837661,REGIME_NORMAL
2023-04-10,1989.0999755859375,1.14,-0.8951420642646009,REGIME_NORMAL
2023-04-11,2004.800048828125,1.14,-0.9028309677099623,REGIME_NORMAL
2023-04-12,2010.9000244140625,1.14,-0.904303216529107,REGIME_NORMAL
2023-04-13,2041.300048828125,1.16,-0.8999395247011823,REGIME_NORMAL
2023-04-14,2002.199951171875,1.22,-0.899302168107398,REGIME_NORMAL
2023-04-17,1994.199951171875,1.28,-0.89588284185313,REGIME_NORMAL
2023-04-18,2007.4000244140625,1.3,-0.8848301158031655,REGIME_NORMAL
2023-04-19,1995.199951171875,1.32,-0.8756224453894612,REGIME_NORMAL
2023-04-20,2007.5999755859375,1.28,-0.8706135023278141,REGIME_NORMAL
2023-04-21,1979.5,1.29,-0.870198518491973,REGIME_NORMAL
2023-04-24,1989.0999755859375,1.24,-0.875850190973102,REGIME_NORMAL
2023-04-25,1994.0,1.15,-0.8822405161850242,REGIME_NORMAL
2023-04-26,1985.699951171875,1.18,-0.8850335443351491,REGIME_NORMAL
2023-04-27,1989.9000244140625,1.26,-0.8838992741396008,REGIME_NORMAL
2023-04-28,1990.0999755859375,1.26,-0.8920361571087893,REGIME_NORMAL
2023-05-01,1983.4000244140625,1.36,-0.892499649436273,REGIME_NORMAL
2023-05-02,2014.300048828125,1.24,-0.8981294766789732,REGIME_NORMAL
2023-05-03,2028.5999755859375,1.18,-0.9004873642948427,REGIME_NORMAL
2023-05-04,2048.0,1.18,-0.9019702611978275,REGIME_NORMAL
2023-05-05,2017.4000244140625,1.23,-0.9079773357969213,REGIME_NORMAL
2023-05-08,2026.300048828125,1.29,-0.9055578113616005,REGIME_NORMAL
2023-05-09,2036.199951171875,1.3,-0.8963137763492122,REGIME_NORMAL
2023-05-10,2030.5,1.26,-0.8937067008085864,REGIME_NORMAL
2023-05-11,2014.699951171875,1.23,-0.8920822132401379,REGIME_NORMAL
2023-05-12,2014.5,1.28,-0.8883016773722857,REGIME_NORMAL
2023-05-15,2018.0,1.31,-0.8792908454197439,REGIME_NORMAL
2023-05-16,1988.4000244140625,1.35,-0.8731491124058421,REGIME_NORMAL
2023-05-17,1980.699951171875,1.35,-0.8643425887679383,REGIME_NORMAL
2023-05-18,1956.5,1.42,-0.8540661811141725,REGIME_NORMAL
2023-05-19,1978.699951171875,1.46,-0.8367024516129938,REGIME_NORMAL
2023-05-22,1974.800048828125,1.48,-0.8099525703769849,REGIME_NORMAL
2023-05-23,1972.4000244140625,1.44,-0.7879593251674987,REGIME_NORMAL
2023-05-24,1962.800048828125,1.48,-0.7715634407141948,REGIME_NORMAL
2023-05-25,1943.0999755859375,1.58,-0.741826269935515,REGIME_NORMAL
2023-05-26,1944.0999755859375,1.57,-0.7085687758659059,REGIME_NORMAL
2023-05-30,1958.0,1.47,-0.7006172026755817,REGIME_NORMAL
2023-05-31,1963.9000244140625,1.46,-0.6853444457557265,REGIME_NORMAL
2023-06-01,1978.0,1.45,-0.6451295201213584,REGIME_NORMAL
2023-06-02,1952.4000244140625,1.51,-0.5827183125935791,REGIME_NORMAL
2023-06-05,1958.0,1.5,-0.5121613462378053,REGIME_NORMAL
2023-06-06,1965.5,1.5,-0.5031009140893413,REGIME_NORMAL
2023-06-07,1942.699951171875,1.58,-0.542113610826443,REGIME_NORMAL
2023-06-08,1963.5999755859375,1.53,-0.5681609036041283,REGIME_NORMAL
2023-06-09,1962.199951171875,1.55,-0.617181908824592,REGIME_NORMAL
2023-06-12,1955.300048828125,1.56,-0.6489999555824748,REGIME_NORMAL
2023-06-13,1944.5999755859375,1.64,-0.6694323343401203,REGIME_NORMAL
2023-06-14,1955.300048828125,1.62,-0.6770178782806391,REGIME_NORMAL
2023-06-15,1957.800048828125,1.51,-0.6935524984653144,REGIME_NORMAL
2023-06-16,1958.4000244140625,1.55,-0.7352410969933184,REGIME_NORMAL
2023-06-20,1935.5,1.52,-0.7437116222203036,REGIME_NORMAL
2023-06-21,1933.300048828125,1.51,-0.7587582037418744,REGIME_NORMAL
2023-06-22,1912.699951171875,1.56,-0.7787350908009751,REGIME_NORMAL
2023-06-23,1919.0999755859375,1.53,-0.7891929181559867,REGIME_NORMAL
2023-06-26,1923.699951171875,1.54,-0.8044301306706357,REGIME_NORMAL
2023-06-27,1914.0,1.57,-0.8152956298164117,REGIME_NORMAL
2023-06-28,1912.300048828125,1.53,-0.8332080368352257,REGIME_NORMAL
2023-06-29,1909.199951171875,1.65,-0.8528615328272708,REGIME_NORMAL
2023-06-30,1921.0999755859375,1.59,-0.8536999919044743,REGIME_NORMAL
2023-07-03,1921.699951171875,1.61,-0.8565957846573231,REGIME_NORMAL
2023-07-05,1919.5999755859375,1.69,-0.8660195464632648,REGIME_NORMAL
2023-07-06,1908.699951171875,1.78,-0.8821060401116506,REGIME_NORMAL
2023-07-07,1926.199951171875,1.79,-0.881651388598623,REGIME_NORMAL
2023-07-10,1925.0,1.76,-0.8816301624388312,REGIME_NORMAL
2023-07-11,1931.300048828125,1.75,-0.8741921486964752,REGIME_NORMAL
2023-07-12,1956.199951171875,1.6,-0.8707453699787095,REGIME_NORMAL
2023-07-13,1959.199951171875,1.52,-0.8696376007673516,REGIME_NORMAL
2023-07-14,1960.0999755859375,1.59,-0.8648892005800163,REGIME_NORMAL
2023-07-17,1952.4000244140625,1.56,-0.8634266079321349,REGIME_NORMAL
2023-07-18,1977.199951171875,1.57,-0.852817600144358,REGIME_NORMAL
2023-07-19,1977.5,1.53,-0.8509608034892407,REGIME_NORMAL
2023-07-20,1968.300048828125,1.5,-0.8521053715796574,REGIME_NORMAL
2023-07-21,1964.300048828125,1.49,-0.8591901206294728,REGIME_NORMAL
2023-07-24,1960.300048828125,1.48,-0.8703125972392527,REGIME_NORMAL
2023-07-25,1962.0999755859375,1.52,-0.872209215427416,REGIME_NORMAL
2023-07-26,1968.9000244140625,1.5,-0.8743088787378436,REGIME_NORMAL
2023-07-27,1945.4000244140625,1.64,-0.8731270026046588,REGIME_NORMAL
2023-07-28,1960.4000244140625,1.58,-0.8657576901369631,REGIME_NORMAL
2023-07-31,1970.5,1.6,-0.8478113611121946,REGIME_NORMAL
2023-08-01,1940.699951171875,1.68,-0.8271085510440648,REGIME_NORMAL
2023-08-02,1937.4000244140625,1.72,-0.8119045143140967,REGIME_NORMAL
2023-08-03,1932.0,1.83,-0.7877939848358301,REGIME_NORMAL
2023-08-04,1939.5999755859375,1.67,-0.773759745620135,REGIME_NORMAL
2023-08-07,1933.5,1.68,-0.7502064719607097,REGIME_NORMAL
2023-08-08,1924.0999755859375,1.66,-0.7227507296368663,REGIME_NORMAL
2023-08-09,1915.4000244140625,1.66,-0.6927100823735988,REGIME_NORMAL
2023-08-10,1914.4000244140625,1.76,-0.6684383981578422,REGIME_NORMAL
2023-08-11,1912.9000244140625,1.8,-0.6625029363920717,REGIME_NORMAL
2023-08-14,1910.5999755859375,1.83,-0.6628022595369439,REGIME_NORMAL
2023-08-15,1902.5,1.89,-0.6899834146606324,REGIME_NORMAL
2023-08-16,1896.0999755859375,1.96,-0.7090111143666512,REGIME_NORMAL
2023-08-17,1884.0999755859375,1.97,-0.737289165568616,REGIME_NORMAL
